Today's Date:	20 May 2019	Date of Test:	17 May 2019, 09:09:25 AM
Filename:	AA	Tester Channel:	2
Procedure:	BB	Description:	AA
Comment:	AA Stored @ 25°C Test @ 25° Initial test
Rec	Cycle	Step	Test Time (sec)	Step Time (sec)	Capacity	Energy	Current	Voltage	MD	ES	DPT Time	ACImp/Ohms	DCIR/Ohms	Aux #1	 Units	VAR2	VAR5	VAR8	VAR11	VAR14	
1,466	13	4	14,556.4838	2,773.7264	1.348174	4.922234	1.750057	3.802853	C	1	05/17/2019 1:11:57 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,467	13	4	14,566.4842	2,783.7268	1.353035	4.940724	1.749905	3.804074	C	1	05/17/2019 1:12:07 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,468	13	4	14,576.4846	2,793.7272	1.357896	4.95922	1.749981	3.805142	C	1	05/17/2019 1:12:17 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,469	13	4	14,586.485	2,803.7276	1.362757	4.977721	1.750057	3.806363	C	1	05/17/2019 1:12:27 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,470	13	4	14,596.4854	2,813.728	1.367619	4.996227	1.749981	3.807431	C	1	05/17/2019 1:12:37 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,471	13	4	14,606.4858	2,823.7284	1.37248	5.014739	1.749905	3.808804	C	1	05/17/2019 1:12:47 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,472	13	4	14,616.4862	2,833.7288	1.377341	5.033257	1.749905	3.809873	C	1	05/17/2019 1:12:57 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,473	13	4	14,626.4866	2,843.7292	1.382202	5.051781	1.749981	3.811093	C	1	05/17/2019 1:13:07 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,474	13	4	14,636.487	2,853.7296	1.387063	5.07031	1.749828	3.812009	C	1	05/17/2019 1:13:17 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,475	13	4	14,646.4874	2,863.73	1.391924	5.088845	1.749981	3.81323	C	1	05/17/2019 1:13:27 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,476	13	4	14,656.4878	2,873.7304	1.396786	5.107386	1.749828	3.814755	C	1	05/17/2019 1:13:37 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,477	13	4	14,666.4882	2,883.7308	1.401647	5.125933	1.749981	3.815976	C	1	05/17/2019 1:13:47 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,478	13	4	14,676.4886	2,893.7312	1.406508	5.144485	1.749981	3.817044	C	1	05/17/2019 1:13:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,479	13	4	14,686.489	2,903.7316	1.411369	5.163043	1.749828	3.818265	C	1	05/17/2019 1:14:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,480	13	4	14,696.4894	2,913.732	1.41623	5.181607	1.749981	3.819486	C	1	05/17/2019 1:14:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,481	13	4	14,706.4898	2,923.7324	1.421091	5.200178	1.750057	3.820554	C	1	05/17/2019 1:14:26 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,482	13	4	14,716.4902	2,933.7328	1.425953	5.218754	1.750057	3.821927	C	1	05/17/2019 1:14:36 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,483	13	4	14,726.4906	2,943.7332	1.430814	5.237336	1.750057	3.823148	C	1	05/17/2019 1:14:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,484	13	4	14,736.491	2,953.7336	1.435675	5.255924	1.749981	3.824369	C	1	05/17/2019 1:14:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,485	13	4	14,746.4914	2,963.734	1.440536	5.274519	1.749981	3.825742	C	1	05/17/2019 1:15:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,486	13	4	14,756.4918	2,973.7344	1.445397	5.29312	1.749828	3.826963	C	1	05/17/2019 1:15:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,487	13	4	14,766.4922	2,983.7348	1.450258	5.311727	1.749981	3.828336	C	1	05/17/2019 1:15:26 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,488	13	4	14,776.4926	2,993.7352	1.45512	5.33034	1.749981	3.829557	C	1	05/17/2019 1:15:37 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,489	13	4	14,786.493	3,003.7356	1.459981	5.348959	1.750134	3.830777	C	1	05/17/2019 1:15:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,490	13	4	14,796.4934	3,013.736	1.464842	5.367585	1.75021	3.832151	C	1	05/17/2019 1:15:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,491	13	4	14,806.4938	3,023.7364	1.469703	5.386217	1.749905	3.833371	C	1	05/17/2019 1:16:06 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,492	13	4	14,816.4942	3,033.7368	1.474564	5.404855	1.749905	3.834745	C	1	05/17/2019 1:16:16 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,493	13	4	14,826.4946	3,043.7372	1.479425	5.423499	1.749981	3.836118	C	1	05/17/2019 1:16:26 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,494	13	4	14,836.495	3,053.7376	1.484287	5.442151	1.750057	3.837491	C	1	05/17/2019 1:16:36 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,495	13	4	14,846.4954	3,063.738	1.489148	5.460808	1.749981	3.838712	C	1	05/17/2019 1:16:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,496	13	4	14,856.4958	3,073.7384	1.494009	5.479472	1.749905	3.83978	C	1	05/17/2019 1:16:56 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,497	13	4	14,866.4962	3,083.7388	1.49887	5.498142	1.749828	3.841306	C	1	05/17/2019 1:17:06 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,498	13	4	14,876.4966	3,093.7392	1.503731	5.516819	1.749981	3.842832	C	1	05/17/2019 1:17:16 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,499	13	4	14,886.497	3,103.7396	1.508593	5.535502	1.749905	3.8439	C	1	05/17/2019 1:17:26 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,500	13	4	14,896.4974	3,113.74	1.513454	5.554192	1.749828	3.844968	C	1	05/17/2019 1:17:36 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,501	13	4	14,906.4978	3,123.7404	1.518315	5.572889	1.749905	3.846647	C	1	05/17/2019 1:17:46 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,502	13	4	14,916.4982	3,133.7408	1.523176	5.591592	1.749981	3.848325	C	1	05/17/2019 1:17:56 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,503	13	4	14,926.4986	3,143.7412	1.528037	5.610302	1.749828	3.849393	C	1	05/17/2019 1:18:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,504	13	4	14,936.499	3,153.7416	1.532898	5.629018	1.749752	3.850919	C	1	05/17/2019 1:18:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,505	13	4	14,946.4994	3,163.742	1.53776	5.647741	1.749905	3.851987	C	1	05/17/2019 1:18:26 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,506	13	4	14,956.4998	3,173.7424	1.542621	5.666471	1.750057	3.853666	C	1	05/17/2019 1:18:36 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,507	13	4	14,966.5002	3,183.7428	1.547482	5.685208	1.749905	3.855039	C	1	05/17/2019 1:18:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,508	13	4	14,976.5006	3,193.7432	1.552343	5.703951	1.749905	3.85626	C	1	05/17/2019 1:18:56 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,509	13	4	14,986.501	3,203.7436	1.557204	5.7227	1.749981	3.857633	C	1	05/17/2019 1:19:06 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,510	13	4	14,996.5014	3,213.744	1.562065	5.741457	1.749828	3.859159	C	1	05/17/2019 1:19:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,511	13	4	15,006.5018	3,223.7444	1.566927	5.76022	1.749828	3.86038	C	1	05/17/2019 1:19:26 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,512	13	4	15,016.5022	3,233.7448	1.571788	5.77899	1.750057	3.861753	C	1	05/17/2019 1:19:36 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,513	13	4	15,026.5026	3,243.7452	1.576649	5.797767	1.749981	3.863127	C	1	05/17/2019 1:19:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,514	13	4	15,036.503	3,253.7456	1.58151	5.816551	1.749752	3.864805	C	1	05/17/2019 1:19:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,515	13	4	15,046.5034	3,263.746	1.586371	5.835341	1.749905	3.866026	C	1	05/17/2019 1:20:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,516	13	4	15,056.5038	3,273.7464	1.591232	5.854138	1.750057	3.867399	C	1	05/17/2019 1:20:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,517	13	4	15,066.5042	3,283.7468	1.596094	5.872942	1.749828	3.868772	C	1	05/17/2019 1:20:26 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,518	13	4	15,076.5046	3,293.7472	1.600955	5.891753	1.749981	3.870298	C	1	05/17/2019 1:20:36 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,519	13	4	15,086.505	3,303.7476	1.605816	5.910571	1.749828	3.871672	C	1	05/17/2019 1:20:46 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,520	13	4	15,096.5054	3,313.748	1.610677	5.929396	1.750057	3.872892	C	1	05/17/2019 1:20:56 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,521	13	4	15,106.5058	3,323.7484	1.615538	5.948227	1.749981	3.874266	C	1	05/17/2019 1:21:06 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,522	13	4	15,116.5062	3,333.7488	1.6204	5.967065	1.750134	3.875944	C	1	05/17/2019 1:21:16 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,523	13	4	15,126.5066	3,343.7492	1.625261	5.98591	1.750057	3.877317	C	1	05/17/2019 1:21:26 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,524	13	4	15,136.507	3,353.7496	1.630122	6.004763	1.749981	3.878843	C	1	05/17/2019 1:21:36 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,525	13	4	15,146.5074	3,363.75	1.634983	6.023621	1.749981	3.880064	C	1	05/17/2019 1:21:46 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,526	13	4	15,156.5078	3,373.7504	1.639844	6.042487	1.749752	3.88159	C	1	05/17/2019 1:21:56 PM	0.00000	0.00000	25.40618	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,527	13	4	15,166.5082	3,383.7508	1.644705	6.06136	1.749905	3.882963	C	1	05/17/2019 1:22:06 PM	0.00000	0.00000	25.40618	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,528	13	4	15,176.5086	3,393.7512	1.649567	6.08024	1.749905	3.884337	C	1	05/17/2019 1:22:16 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,529	13	4	15,186.509	3,403.7516	1.654428	6.099126	1.749981	3.885863	C	1	05/17/2019 1:22:26 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,530	13	4	15,196.5094	3,413.752	1.659289	6.11802	1.750057	3.887236	C	1	05/17/2019 1:22:36 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,531	13	4	15,206.5098	3,423.7524	1.66415	6.13692	1.750057	3.888609	C	1	05/17/2019 1:22:46 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,532	13	4	15,216.5102	3,433.7528	1.669011	6.155827	1.749981	3.890135	C	1	05/17/2019 1:22:56 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,533	13	4	15,226.5106	3,443.7532	1.673872	6.174741	1.750134	3.891356	C	1	05/17/2019 1:23:06 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,534	13	4	15,236.511	3,453.7536	1.678734	6.193662	1.749905	3.893034	C	1	05/17/2019 1:23:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,535	13	4	15,246.516	3,463.7586	1.683597	6.212599	1.749981	3.894255	C	1	05/17/2019 1:23:26 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,536	13	4	15,256.5164	3,473.759	1.688458	6.231534	1.750057	3.895781	C	1	05/17/2019 1:23:36 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,537	13	4	15,266.5168	3,483.7594	1.693319	6.250476	1.749828	3.897002	C	1	05/17/2019 1:23:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,538	13	4	15,276.5172	3,493.7598	1.698181	6.269425	1.749981	3.898833	C	1	05/17/2019 1:23:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,539	13	4	15,286.5176	3,503.7602	1.703042	6.28838	1.749752	3.899901	C	1	05/17/2019 1:24:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,540	13	4	15,296.518	3,513.7606	1.707903	6.307343	1.749981	3.901579	C	1	05/17/2019 1:24:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,541	13	4	15,306.5184	3,523.761	1.712764	6.326311	1.749828	3.902953	C	1	05/17/2019 1:24:26 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,542	13	4	15,316.5188	3,533.7614	1.717625	6.345288	1.749981	3.904326	C	1	05/17/2019 1:24:36 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,543	13	4	15,326.5192	3,543.7618	1.722486	6.364271	1.750057	3.905852	C	1	05/17/2019 1:24:46 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,544	13	4	15,336.5196	3,553.7622	1.727348	6.383261	1.749905	3.907225	C	1	05/17/2019 1:24:56 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,545	13	4	15,346.52	3,563.7626	1.732209	6.402258	1.749828	3.908751	C	1	05/17/2019 1:25:06 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,546	13	4	15,356.5204	3,573.763	1.73707	6.421262	1.749981	3.909972	C	1	05/17/2019 1:25:16 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,547	13	4	15,366.5208	3,583.7634	1.741931	6.440273	1.749981	3.911345	C	1	05/17/2019 1:25:26 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,548	13	4	15,376.5212	3,593.7638	1.746792	6.45929	1.749905	3.912718	C	1	05/17/2019 1:25:36 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,549	13	4	15,386.5216	3,603.7642	1.751653	6.478315	1.749905	3.914244	C	1	05/17/2019 1:25:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,550	13	4	15,396.522	3,613.7646	1.756515	6.497347	1.750057	3.915618	C	1	05/17/2019 1:25:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,551	13	4	15,406.5224	3,623.765	1.761376	6.516385	1.749905	3.917144	C	1	05/17/2019 1:26:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,552	13	4	15,416.5228	3,633.7654	1.766237	6.535431	1.749981	3.918669	C	1	05/17/2019 1:26:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,553	13	4	15,426.5232	3,643.7658	1.771098	6.554483	1.749905	3.920195	C	1	05/17/2019 1:26:26 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,554	13	4	15,436.5236	3,653.7662	1.775959	6.573543	1.749981	3.921416	C	1	05/17/2019 1:26:36 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,555	13	4	15,446.524	3,663.7666	1.78082	6.592609	1.750057	3.922789	C	1	05/17/2019 1:26:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,556	13	4	15,456.5244	3,673.767	1.785682	6.611682	1.749981	3.924163	C	1	05/17/2019 1:26:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,557	13	4	15,466.5248	3,683.7674	1.790543	6.630762	1.749752	3.925689	C	1	05/17/2019 1:27:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,558	13	4	15,476.5252	3,693.7678	1.795404	6.64985	1.749905	3.927062	C	1	05/17/2019 1:27:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,559	13	4	15,486.5256	3,703.7682	1.800265	6.668944	1.749828	3.928435	C	1	05/17/2019 1:27:26 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,560	13	4	15,496.526	3,713.7686	1.805126	6.688045	1.750057	3.929961	C	1	05/17/2019 1:27:36 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,561	13	4	15,506.531	3,723.7736	1.80999	6.707162	1.750134	3.931487	C	1	05/17/2019 1:27:46 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,562	13	4	15,516.5314	3,733.774	1.814851	6.726277	1.749981	3.933013	C	1	05/17/2019 1:27:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,563	13	4	15,526.5318	3,743.7744	1.819712	6.745399	1.749981	3.934081	C	1	05/17/2019 1:28:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,564	13	4	15,536.5322	3,753.7748	1.824573	6.764528	1.749905	3.935454	C	1	05/17/2019 1:28:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,565	13	4	15,546.5326	3,763.7752	1.829434	6.783664	1.749905	3.937285	C	1	05/17/2019 1:28:26 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,566	13	4	15,556.533	3,773.7756	1.834296	6.802807	1.75021	3.938506	C	1	05/17/2019 1:28:36 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,567	13	4	15,566.5334	3,783.776	1.839157	6.821956	1.749905	3.940032	C	1	05/17/2019 1:28:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,568	13	4	15,576.5338	3,793.7764	1.844018	6.841113	1.749981	3.941405	C	1	05/17/2019 1:28:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,569	13	4	15,586.5342	3,803.7768	1.848879	6.860276	1.749981	3.942779	C	1	05/17/2019 1:29:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,570	13	4	15,596.5346	3,813.7772	1.85374	6.879446	1.749981	3.944305	C	1	05/17/2019 1:29:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,571	13	4	15,606.535	3,823.7776	1.858601	6.898623	1.749981	3.945373	C	1	05/17/2019 1:29:26 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,572	13	4	15,616.5354	3,833.778	1.863463	6.917807	1.750057	3.946899	C	1	05/17/2019 1:29:36 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,573	13	4	15,626.5358	3,843.7784	1.868324	6.936998	1.749828	3.948425	C	1	05/17/2019 1:29:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,574	13	4	15,636.5362	3,853.7788	1.873185	6.956195	1.749981	3.949645	C	1	05/17/2019 1:29:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,575	13	4	15,646.5366	3,863.7792	1.878046	6.9754	1.750057	3.951324	C	1	05/17/2019 1:30:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,576	13	4	15,656.537	3,873.7796	1.882907	6.994611	1.749981	3.952544	C	1	05/17/2019 1:30:16 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,577	13	4	15,666.5374	3,883.78	1.887768	7.013829	1.749981	3.95407	C	1	05/17/2019 1:30:26 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,578	13	4	15,676.5378	3,893.7804	1.89263	7.033053	1.749905	3.955444	C	1	05/17/2019 1:30:36 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,579	13	4	15,686.5382	3,903.7808	1.897491	7.052285	1.750057	3.956664	C	1	05/17/2019 1:30:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,580	13	4	15,696.5386	3,913.7812	1.902352	7.071523	1.749905	3.95819	C	1	05/17/2019 1:30:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,581	13	4	15,706.539	3,923.7816	1.907213	7.090768	1.750134	3.959564	C	1	05/17/2019 1:31:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,582	13	4	15,716.5394	3,933.782	1.912074	7.11002	1.750057	3.960937	C	1	05/17/2019 1:31:16 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,583	13	4	15,726.5398	3,943.7824	1.916936	7.129279	1.749905	3.96231	C	1	05/17/2019 1:31:26 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,584	13	4	15,736.5402	3,953.7828	1.921797	7.148544	1.750057	3.963684	C	1	05/17/2019 1:31:36 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,585	13	4	15,746.5406	3,963.7832	1.926658	7.167816	1.749752	3.965057	C	1	05/17/2019 1:31:46 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,586	13	4	15,756.541	3,973.7836	1.931519	7.187095	1.749981	3.96643	C	1	05/17/2019 1:31:56 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,587	13	4	15,766.5414	3,983.784	1.93638	7.20638	1.749905	3.967956	C	1	05/17/2019 1:32:06 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,588	13	4	15,776.5418	3,993.7844	1.941241	7.225672	1.749905	3.969024	C	1	05/17/2019 1:32:16 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,589	13	4	15,786.5422	4,003.7848	1.946103	7.24497	1.749981	3.97055	C	1	05/17/2019 1:32:26 PM	0.00000	0.00000	25.42144	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,590	13	4	15,796.5426	4,013.7852	1.950964	7.264276	1.749981	3.971771	C	1	05/17/2019 1:32:36 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,591	13	4	15,806.543	4,023.7856	1.955825	7.283587	1.749981	3.973297	C	1	05/17/2019 1:32:46 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,592	13	4	15,816.5434	4,033.786	1.960686	7.302906	1.750057	3.97467	C	1	05/17/2019 1:32:56 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,593	13	4	15,826.5438	4,043.7864	1.965547	7.322231	1.749828	3.976043	C	1	05/17/2019 1:33:06 PM	0.00000	0.00000	25.43669	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,594	13	4	15,836.5442	4,053.7868	1.970408	7.341563	1.750057	3.977417	C	1	05/17/2019 1:33:16 PM	0.00000	0.00000	25.45195	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
