Today's Date:	20 May 2019	Date of Test:	17 May 2019, 09:09:25 AM
Filename:	AA	Tester Channel:	2
Procedure:	BB	Description:	AA
Comment:	AA Stored @ 25°C Test @ 25° Initial test
Rec	Cycle	Step	Test Time (sec)	Step Time (sec)	Capacity	Energy	Current	Voltage	MD	ES	DPT Time	ACImp/Ohms	DCIR/Ohms	Aux #1	 Units	VAR2	VAR5	VAR8	VAR11	VAR14	
1,890	13	4	18,796.6856	7,013.9282	3.09252	11.97117	0.389258	4.199893	C	1	05/17/2019 2:22:34 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,891	13	4	18,806.686	7,023.9286	3.093591	11.975666	0.381933	4.199893	C	1	05/17/2019 2:22:44 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,892	13	4	18,816.6864	7,033.929	3.094645	11.980095	0.376974	4.199893	C	1	05/17/2019 2:22:54 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,893	13	4	18,826.6868	7,043.9294	3.095685	11.98446	0.371405	4.199893	C	1	05/17/2019 2:23:04 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,894	13	4	18,836.6872	7,053.9298	3.096709	11.988763	0.365911	4.200198	C	1	05/17/2019 2:23:14 PM	0.00000	0.00000	25.36041	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,895	13	4	18,846.6876	7,063.9302	3.097718	11.993	0.359884	4.200046	C	1	05/17/2019 2:23:24 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,896	13	4	18,856.688	7,073.9306	3.098711	11.997171	0.355077	4.200046	C	1	05/17/2019 2:23:34 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,897	13	4	18,866.6884	7,083.931	3.09969	12.001281	0.349355	4.199893	C	1	05/17/2019 2:23:44 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,898	13	4	18,876.6888	7,093.9314	3.100653	12.005328	0.344167	4.200046	C	1	05/17/2019 2:23:54 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,899	13	4	18,886.6892	7,103.9318	3.101601	12.009309	0.338827	4.199893	C	1	05/17/2019 2:24:04 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,900	13	4	18,896.6896	7,113.9322	3.102537	12.013238	0.333562	4.200046	C	1	05/17/2019 2:24:14 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,901	13	4	18,906.69	7,123.9326	3.103457	12.017106	0.329213	4.199893	C	1	05/17/2019 2:24:24 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,902	13	4	18,916.6904	7,133.933	3.104365	12.020917	0.324178	4.199893	C	1	05/17/2019 2:24:34 PM	0.00000	0.00000	25.36041	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,903	13	4	18,926.6908	7,143.9334	3.105257	12.024666	0.318608	4.200046	C	1	05/17/2019 2:24:44 PM	0.00000	0.00000	25.36041	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,904	13	4	18,936.6912	7,153.9338	3.106136	12.028355	0.314107	4.200046	C	1	05/17/2019 2:24:54 PM	0.00000	0.00000	25.36041	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,905	13	4	18,946.6916	7,163.9342	3.107	12.031986	0.308919	4.200046	C	1	05/17/2019 2:25:04 PM	0.00000	0.00000	25.36041	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,906	13	4	18,956.692	7,173.9346	3.107852	12.035565	0.304417	4.200046	C	1	05/17/2019 2:25:14 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,907	13	4	18,966.6924	7,183.935	3.10869	12.039085	0.298543	4.200046	C	1	05/17/2019 2:25:24 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,908	13	4	18,976.6974	7,193.94	3.109516	12.042553	0.294499	4.199893	C	1	05/17/2019 2:25:34 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,909	13	4	18,986.6978	7,203.9404	3.110331	12.045976	0.289998	4.200046	C	1	05/17/2019 2:25:44 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,910	13	4	18,996.6982	7,213.9408	3.111132	12.049338	0.286183	4.200046	C	1	05/17/2019 2:25:54 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,911	13	4	19,006.6986	7,223.9412	3.111921	12.052652	0.281224	4.200198	C	1	05/17/2019 2:26:04 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,912	13	4	19,016.699	7,233.9416	3.112697	12.055913	0.276875	4.199893	C	1	05/17/2019 2:26:14 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,913	13	4	19,026.6994	7,243.942	3.113463	12.059129	0.273365	4.199741	C	1	05/17/2019 2:26:24 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,914	13	4	19,036.6998	7,253.9424	3.114216	12.062291	0.268711	4.199893	C	1	05/17/2019 2:26:34 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,915	13	4	19,046.7002	7,263.9428	3.114957	12.065405	0.264744	4.200046	C	1	05/17/2019 2:26:44 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,916	13	4	19,056.7006	7,273.9432	3.115686	12.068468	0.260395	4.200046	C	1	05/17/2019 2:26:54 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,917	13	4	19,066.701	7,283.9436	3.116404	12.071483	0.255741	4.199893	C	1	05/17/2019 2:27:04 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,918	13	4	19,076.7014	7,293.944	3.117112	12.074458	0.2533	4.200046	C	1	05/17/2019 2:27:14 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,919	13	4	19,086.7018	7,303.9444	3.117809	12.077381	0.249027	4.199893	C	1	05/17/2019 2:27:24 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,920	13	4	19,096.7022	7,313.9448	3.118494	12.080259	0.244526	4.200046	C	1	05/17/2019 2:27:34 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,921	13	4	19,106.7026	7,323.9452	3.119168	12.083092	0.240558	4.199893	C	1	05/17/2019 2:27:44 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,922	13	4	19,116.703	7,333.9456	3.119832	12.085878	0.236057	4.200046	C	1	05/17/2019 2:27:54 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,923	13	4	19,126.7034	7,343.946	3.120485	12.088624	0.232776	4.200046	C	1	05/17/2019 2:28:04 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,924	13	4	19,136.7038	7,353.9464	3.121128	12.091325	0.230106	4.199893	C	1	05/17/2019 2:28:14 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,925	13	4	19,146.7042	7,363.9468	3.121761	12.093983	0.22591	4.200046	C	1	05/17/2019 2:28:24 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,926	13	4	19,156.7046	7,373.9472	3.122384	12.0966	0.222553	4.199893	C	1	05/17/2019 2:28:34 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,927	13	4	19,166.705	7,383.9476	3.122998	12.099177	0.218891	4.200046	C	1	05/17/2019 2:28:44 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,928	13	4	19,176.7054	7,393.948	3.123601	12.101711	0.215686	4.199893	C	1	05/17/2019 2:28:54 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,929	13	4	19,186.7104	7,403.953	3.124198	12.104216	0.213016	4.199893	C	1	05/17/2019 2:29:04 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,930	13	4	19,196.7108	7,413.9534	3.124783	12.106676	0.209049	4.199893	C	1	05/17/2019 2:29:14 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,931	13	4	19,206.7112	7,423.9538	3.125359	12.109095	0.205539	4.199893	C	1	05/17/2019 2:29:24 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,932	13	4	19,216.7116	7,433.9542	3.125927	12.111479	0.203098	4.200046	C	1	05/17/2019 2:29:34 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,933	13	4	19,226.712	7,443.9546	3.126485	12.113823	0.198901	4.200046	C	1	05/17/2019 2:29:44 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,934	13	4	19,236.7124	7,453.955	3.127034	12.116128	0.195697	4.200046	C	1	05/17/2019 2:29:54 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,935	13	4	19,246.7128	7,463.9554	3.127575	12.1184	0.192645	4.199893	C	1	05/17/2019 2:30:04 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,936	13	4	19,256.7132	7,473.9558	3.128108	12.120637	0.190356	4.200046	C	1	05/17/2019 2:30:14 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,937	13	4	19,266.7136	7,483.9562	3.128631	12.122837	0.186694	4.200046	C	1	05/17/2019 2:30:24 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,938	13	4	19,276.714	7,493.9566	3.129147	12.125005	0.184558	4.199893	C	1	05/17/2019 2:30:34 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,939	13	4	19,286.7144	7,503.957	3.129655	12.127137	0.180743	4.199893	C	1	05/17/2019 2:30:44 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,940	13	4	19,296.7148	7,513.9574	3.130155	12.129235	0.178912	4.199741	C	1	05/17/2019 2:30:54 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,941	13	4	19,306.7152	7,523.9578	3.130646	12.131301	0.175631	4.200046	C	1	05/17/2019 2:31:04 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,942	13	4	19,316.7156	7,533.9582	3.131132	12.133341	0.1738	4.200046	C	1	05/17/2019 2:31:14 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,943	13	4	19,326.716	7,543.9586	3.131611	12.13535	0.170748	4.199893	C	1	05/17/2019 2:31:24 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,944	13	4	19,336.7164	7,553.959	3.132081	12.137328	0.168002	4.200046	C	1	05/17/2019 2:31:34 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,945	13	4	19,346.7168	7,563.9594	3.132545	12.139276	0.165484	4.200046	C	1	05/17/2019 2:31:44 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,946	13	4	19,356.7172	7,573.9598	3.133001	12.141191	0.162203	4.199893	C	1	05/17/2019 2:31:54 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,947	13	4	19,366.7176	7,583.9602	3.13345	12.143077	0.159457	4.199893	C	1	05/17/2019 2:32:04 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,948	13	4	19,376.718	7,593.9606	3.133892	12.144933	0.157702	4.199893	C	1	05/17/2019 2:32:14 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,949	13	4	19,386.7184	7,603.961	3.134326	12.146757	0.155337	4.200046	C	1	05/17/2019 2:32:24 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,950	13	4	19,396.7188	7,613.9614	3.134755	12.148556	0.15259	4.200046	C	1	05/17/2019 2:32:34 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,951	13	4	19,406.7192	7,623.9618	3.135177	12.150328	0.150988	4.200046	C	1	05/17/2019 2:32:44 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,952	13	4	19,416.7196	7,633.9622	3.135591	12.15207	0.148089	4.200198	C	1	05/17/2019 2:32:54 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,953	13	4	19,426.72	7,643.9626	3.136	12.153785	0.146487	4.200046	C	1	05/17/2019 2:33:04 PM	0.00000	0.00000	25.34516	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,954	13	4	19,436.7204	7,653.963	3.136402	12.155474	0.143359	4.200046	C	1	05/17/2019 2:33:14 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,955	13	4	19,446.7208	7,663.9634	3.136798	12.15714	0.141909	4.200046	C	1	05/17/2019 2:33:24 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,956	13	4	19,456.7212	7,673.9638	3.137189	12.158781	0.139773	4.199893	C	1	05/17/2019 2:33:34 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,957	13	4	19,466.7216	7,683.9642	3.137574	12.160396	0.136873	4.200046	C	1	05/17/2019 2:33:44 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,958	13	4	19,476.722	7,693.9646	3.137952	12.161984	0.1355	4.200046	C	1	05/17/2019 2:33:54 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,959	13	4	19,486.7224	7,703.965	3.138325	12.163551	0.133516	4.200046	C	1	05/17/2019 2:34:04 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,960	13	4	19,496.7228	7,713.9654	3.138693	12.165098	0.131914	4.199893	C	1	05/17/2019 2:34:14 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,961	13	4	19,506.7232	7,723.9658	3.139056	12.16662	0.129778	4.199893	C	1	05/17/2019 2:34:24 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,962	13	4	19,516.7236	7,733.9662	3.139412	12.168115	0.12659	4.199893	C	1	05/17/2019 2:34:34 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,963	13	4	19,526.724	7,743.9666	3.139763	12.169592	0.12634	4.200046	C	1	05/17/2019 2:34:44 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,964	13	4	19,536.7244	7,753.967	3.140113	12.17106	0.125065	4.200198	C	1	05/17/2019 2:34:54 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,965	13	4	19,546.7248	7,763.9674	3.140457	12.172508	0.123081	4.200046	C	1	05/17/2019 2:35:04 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,966	13	4	19,556.7252	7,773.9678	3.140796	12.173931	0.121025	4.200046	C	1	05/17/2019 2:35:14 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,967	13	4	19,566.7256	7,783.9682	3.14113	12.175331	0.118929	4.200046	C	1	05/17/2019 2:35:24 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,968	13	4	19,576.726	7,793.9686	3.141458	12.176709	0.117084	4.200198	C	1	05/17/2019 2:35:34 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,969	13	4	19,586.7264	7,803.969	3.14178	12.178065	0.115312	4.200046	C	1	05/17/2019 2:35:44 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,970	13	4	19,596.7268	7,813.9694	3.142098	12.179399	0.113516	4.200046	C	1	05/17/2019 2:35:54 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,971	13	4	19,606.7272	7,823.9698	3.142411	12.180714	0.111907	4.200046	C	1	05/17/2019 2:36:04 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,972	13	4	19,616.7276	7,833.9702	3.14272	12.182009	0.109849	4.200046	C	1	05/17/2019 2:36:14 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,973	13	4	19,626.728	7,843.9706	3.143022	12.18328	0.10807	4.200046	C	1	05/17/2019 2:36:24 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,974	13	4	19,636.7284	7,853.971	3.14332	12.184531	0.10645	4.200046	C	1	05/17/2019 2:36:34 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,975	13	4	19,646.7288	7,863.9714	3.143614	12.185764	0.104873	4.200046	C	1	05/17/2019 2:36:44 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,976	13	4	19,656.7292	7,873.9718	3.143903	12.18698	0.10352	4.200198	C	1	05/17/2019 2:36:54 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,977	13	4	19,666.7296	7,883.9722	3.144189	12.18818	0.102106	4.200046	C	1	05/17/2019 2:37:04 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,978	13	4	19,676.73	7,893.9726	3.14447	12.189363	0.100579	4.199893	C	1	05/17/2019 2:37:14 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,979	13	4	19,686.7304	7,903.973	3.144748	12.190527	0.099011	4.200351	C	1	05/17/2019 2:37:24 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,980	13	4	19,696.7308	7,913.9734	3.145021	12.191673	0.097535	4.199893	C	1	05/17/2019 2:37:34 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,981	13	4	19,706.7312	7,923.9738	3.14529	12.192804	0.09626	4.200046	C	1	05/17/2019 2:37:44 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,982	13	4	19,716.7316	7,933.9742	3.145556	12.19392	0.095068	4.199893	C	1	05/17/2019 2:37:54 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,983	13	4	19,726.732	7,943.9746	3.145818	12.195021	0.093701	4.200046	C	1	05/17/2019 2:38:04 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,984	13	4	19,736.7324	7,953.975	3.146076	12.196107	0.092479	4.200046	C	1	05/17/2019 2:38:14 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,985	13	4	19,746.7328	7,963.9754	3.146331	12.197178	0.090938	4.199893	C	1	05/17/2019 2:38:24 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,986	13	4	19,756.7332	7,973.9758	3.146582	12.198231	0.089654	4.199893	C	1	05/17/2019 2:38:34 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,987	13	4	19,766.7336	7,983.9762	3.146829	12.199269	0.088345	4.200046	C	1	05/17/2019 2:38:44 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,988	13	4	19,776.734	7,993.9766	3.147073	12.200293	0.087111	4.200046	C	1	05/17/2019 2:38:54 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,989	13	4	19,786.7344	8,003.977	3.147313	12.201302	0.085853	4.200198	C	1	05/17/2019 2:39:04 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,990	13	4	19,796.7348	8,013.9774	3.14755	12.202297	0.084726	4.200046	C	1	05/17/2019 2:39:14 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,991	13	4	19,806.7352	8,023.9778	3.147784	12.203279	0.083655	4.200046	C	1	05/17/2019 2:39:24 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,992	13	4	19,816.7356	8,033.9782	3.148014	12.204248	0.082522	4.200046	C	1	05/17/2019 2:39:34 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,993	13	4	19,826.736	8,043.9786	3.148242	12.205203	0.08133	4.200046	C	1	05/17/2019 2:39:44 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,994	13	4	19,836.7364	8,053.979	3.148466	12.206146	0.080309	4.200198	C	1	05/17/2019 2:39:54 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,995	13	4	19,846.7368	8,063.9794	3.148687	12.207074	0.078894	4.199893	C	1	05/17/2019 2:40:04 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,996	13	4	19,856.7372	8,073.9798	3.148905	12.20799	0.07818	4.200198	C	1	05/17/2019 2:40:14 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,997	13	4	19,866.7376	8,083.9802	3.149121	12.208896	0.077141	4.200046	C	1	05/17/2019 2:40:24 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,998	13	4	19,876.738	8,093.9806	3.149334	12.209791	0.076104	4.200046	C	1	05/17/2019 2:40:34 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
1,999	13	4	19,886.7384	8,103.981	3.149544	12.210671	0.07491	4.199893	C	1	05/17/2019 2:40:44 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,000	13	4	19,896.7388	8,113.9814	3.149751	12.21154	0.073976	4.199893	C	1	05/17/2019 2:40:54 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,001	13	4	19,906.7392	8,123.9818	3.149954	12.212394	0.072442	4.200046	C	1	05/17/2019 2:41:04 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,002	13	4	19,916.7396	8,133.9822	3.150153	12.213232	0.071298	4.199893	C	1	05/17/2019 2:41:13 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,003	13	4	19,926.74	8,143.9826	3.15035	12.214058	0.070318	4.199893	C	1	05/17/2019 2:41:23 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,004	13	4	19,936.7404	8,153.983	3.150544	12.214874	0.069377	4.199893	C	1	05/17/2019 2:41:33 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,005	13	4	19,946.7408	8,163.9834	3.150736	12.215678	0.068585	4.199893	C	1	05/17/2019 2:41:43 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,006	13	4	19,956.7412	8,173.9838	3.150925	12.216473	0.067778	4.200046	C	1	05/17/2019 2:41:53 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,007	13	4	19,966.7416	8,183.9842	3.151112	12.217258	0.06688	4.200046	C	1	05/17/2019 2:42:03 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,008	13	4	19,976.742	8,193.9846	3.151297	12.218034	0.066054	4.200046	C	1	05/17/2019 2:42:13 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,009	13	4	19,986.7424	8,203.985	3.151479	12.218799	0.065106	4.200198	C	1	05/17/2019 2:42:23 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,010	13	4	19,996.7428	8,213.9854	3.151659	12.219554	0.064493	4.200046	C	1	05/17/2019 2:42:33 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,011	13	4	20,006.7432	8,223.9858	3.151837	12.220303	0.063953	4.200046	C	1	05/17/2019 2:42:43 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,012	13	4	20,016.7436	8,233.9862	3.152013	12.221043	0.062909	4.200046	C	1	05/17/2019 2:42:53 PM	0.00000	0.00000	25.28414	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,013	13	4	20,026.744	8,243.9866	3.152187	12.221773	0.062204	4.200046	C	1	05/17/2019 2:43:03 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,014	13	4	20,036.7444	8,253.987	3.152359	12.222496	0.061593	4.200046	C	1	05/17/2019 2:43:13 PM	0.00000	0.00000	25.29939	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,015	13	4	20,046.7448	8,263.9874	3.152529	12.22321	0.060934	4.200046	C	1	05/17/2019 2:43:23 PM	0.00000	0.00000	25.31465	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,016	13	4	20,056.7452	8,273.9878	3.152697	12.223916	0.059982	4.199893	C	1	05/17/2019 2:43:33 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,017	13	4	20,066.7456	8,283.9882	3.152863	12.224611	0.059089	4.199893	C	1	05/17/2019 2:43:43 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
2,018	13	4	20,076.746	8,293.9886	3.153026	12.225295	0.058276	4.200046	C	1	05/17/2019 2:43:53 PM	0.00000	0.00000	25.32990	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	
